"TIME","AGE","GEO","DURATION","PARTNER","UNIT","Value","Flag and Footnotes"
"2018","65 years or over","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 15 to 24 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","38 994 155","e"
"2019","From 15 to 24 years","Belgium","1 night or over","All countries of the world","Number","843 454",""
"2019","From 15 to 24 years","Bulgaria","1 night or over","All countries of the world","Number","322 725",""
"2019","From 15 to 24 years","Czechia","1 night or over","All countries of the world","Number","828 509",""
"2019","From 15 to 24 years","Denmark","1 night or over","All countries of the world","Number","490 674",""
"2019","From 15 to 24 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","6 740 642",""
"2019","From 15 to 24 years","Estonia","1 night or over","All countries of the world","Number","109 835","u"
"2019","From 15 to 24 years","Ireland","1 night or over","All countries of the world","Number","457 177",""
"2019","From 15 to 24 years","Greece","1 night or over","All countries of the world","Number","494 888",""
"2019","From 15 to 24 years","Spain","1 night or over","All countries of the world","Number","4 294 001",""
"2019","From 15 to 24 years","France","1 night or over","All countries of the world","Number","5 708 187",""
"2019","From 15 to 24 years","Croatia","1 night or over","All countries of the world","Number","359 561",""
"2019","From 15 to 24 years","Italy","1 night or over","All countries of the world","Number","3 071 505",""
"2019","From 15 to 24 years","Cyprus","1 night or over","All countries of the world","Number","100 869","e"
"2019","From 15 to 24 years","Latvia","1 night or over","All countries of the world","Number","124 152",""
"2019","From 15 to 24 years","Lithuania","1 night or over","All countries of the world","Number","252 755",""
"2019","From 15 to 24 years","Luxembourg","1 night or over","All countries of the world","Number","63 992",""
"2019","From 15 to 24 years","Hungary","1 night or over","All countries of the world","Number","660 377",""
"2019","From 15 to 24 years","Malta","1 night or over","All countries of the world","Number","43 517",""
"2019","From 15 to 24 years","Netherlands","1 night or over","All countries of the world","Number","1 866 435",""
"2019","From 15 to 24 years","Austria","1 night or over","All countries of the world","Number","815 567",""
"2019","From 15 to 24 years","Poland","1 night or over","All countries of the world","Number","3 620 339",""
"2019","From 15 to 24 years","Portugal","1 night or over","All countries of the world","Number","573 446",""
"2019","From 15 to 24 years","Romania","1 night or over","All countries of the world","Number","701 880",""
"2019","From 15 to 24 years","Slovenia","1 night or over","All countries of the world","Number","157 565",""
"2019","From 15 to 24 years","Slovakia","1 night or over","All countries of the world","Number","471 271",""
"2019","From 15 to 24 years","Finland","1 night or over","All countries of the world","Number","538 972",""
"2019","From 15 to 24 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 15 to 24 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 15 to 24 years","Norway","1 night or over","All countries of the world","Number","531 423",""
"2019","From 15 to 24 years","Switzerland","1 night or over","All countries of the world","Number","808 040",""
"2019","From 15 to 24 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 15 to 24 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","15 years or over","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","279 698 537","e"
"2019","15 years or over","Belgium","1 night or over","All countries of the world","Number","6 080 845",""
"2019","15 years or over","Bulgaria","1 night or over","All countries of the world","Number","2 236 481",""
"2019","15 years or over","Czechia","1 night or over","All countries of the world","Number","7 017 668",""
"2019","15 years or over","Denmark","1 night or over","All countries of the world","Number","2 830 185",""
"2019","15 years or over","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","54 875 841",""
"2019","15 years or over","Estonia","1 night or over","All countries of the world","Number","800 306",""
"2019","15 years or over","Ireland","1 night or over","All countries of the world","Number","2 884 048",""
"2019","15 years or over","Greece","1 night or over","All countries of the world","Number","3 747 838",""
"2019","15 years or over","Spain","1 night or over","All countries of the world","Number","27 694 148",""
"2019","15 years or over","France","1 night or over","All countries of the world","Number","39 144 172",""
"2019","15 years or over","Croatia","1 night or over","All countries of the world","Number","1 875 589",""
"2019","15 years or over","Italy","1 night or over","All countries of the world","Number","23 323 631",""
"2019","15 years or over","Cyprus","1 night or over","All countries of the world","Number","537 309","e"
"2019","15 years or over","Latvia","1 night or over","All countries of the world","Number","918 999",""
"2019","15 years or over","Lithuania","1 night or over","All countries of the world","Number","1 358 364",""
"2019","15 years or over","Luxembourg","1 night or over","All countries of the world","Number","427 473",""
"2019","15 years or over","Hungary","1 night or over","All countries of the world","Number","4 987 305",""
"2019","15 years or over","Malta","1 night or over","All countries of the world","Number","284 027",""
"2019","15 years or over","Netherlands","1 night or over","All countries of the world","Number","12 161 490",""
"2019","15 years or over","Austria","1 night or over","All countries of the world","Number","5 815 891",""
"2019","15 years or over","Poland","1 night or over","All countries of the world","Number","20 763 304",""
"2019","15 years or over","Portugal","1 night or over","All countries of the world","Number","4 241 102",""
"2019","15 years or over","Romania","1 night or over","All countries of the world","Number","4 617 129",""
"2019","15 years or over","Slovenia","1 night or over","All countries of the world","Number","1 171 713",""
"2019","15 years or over","Slovakia","1 night or over","All countries of the world","Number","3 413 879",""
"2019","15 years or over","Finland","1 night or over","All countries of the world","Number","3 731 885",""
"2019","15 years or over","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","15 years or over","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","15 years or over","Norway","1 night or over","All countries of the world","Number","3 705 265",""
"2019","15 years or over","Switzerland","1 night or over","All countries of the world","Number","6 086 959",""
"2019","15 years or over","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","15 years or over","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 34 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","45 626 402","e"
"2019","From 25 to 34 years","Belgium","1 night or over","All countries of the world","Number","1 082 312",""
"2019","From 25 to 34 years","Bulgaria","1 night or over","All countries of the world","Number","480 716",""
"2019","From 25 to 34 years","Czechia","1 night or over","All countries of the world","Number","1 210 531",""
"2019","From 25 to 34 years","Denmark","1 night or over","All countries of the world","Number","439 760",""
"2019","From 25 to 34 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","9 058 781",""
"2019","From 25 to 34 years","Estonia","1 night or over","All countries of the world","Number","176 028",""
"2019","From 25 to 34 years","Ireland","1 night or over","All countries of the world","Number","451 939",""
"2019","From 25 to 34 years","Greece","1 night or over","All countries of the world","Number","515 064",""
"2019","From 25 to 34 years","Spain","1 night or over","All countries of the world","Number","4 204 135",""
"2019","From 25 to 34 years","France","1 night or over","All countries of the world","Number","5 583 720",""
"2019","From 25 to 34 years","Croatia","1 night or over","All countries of the world","Number","288 342",""
"2019","From 25 to 34 years","Italy","1 night or over","All countries of the world","Number","3 368 795",""
"2019","From 25 to 34 years","Cyprus","1 night or over","All countries of the world","Number","123 959","e"
"2019","From 25 to 34 years","Latvia","1 night or over","All countries of the world","Number","177 870",""
"2019","From 25 to 34 years","Lithuania","1 night or over","All countries of the world","Number","286 775",""
"2019","From 25 to 34 years","Luxembourg","1 night or over","All countries of the world","Number","73 767",""
"2019","From 25 to 34 years","Hungary","1 night or over","All countries of the world","Number","718 329",""
"2019","From 25 to 34 years","Malta","1 night or over","All countries of the world","Number","72 221",""
"2019","From 25 to 34 years","Netherlands","1 night or over","All countries of the world","Number","1 964 187",""
"2019","From 25 to 34 years","Austria","1 night or over","All countries of the world","Number","1 000 509",""
"2019","From 25 to 34 years","Poland","1 night or over","All countries of the world","Number","4 032 939",""
"2019","From 25 to 34 years","Portugal","1 night or over","All countries of the world","Number","445 374",""
"2019","From 25 to 34 years","Romania","1 night or over","All countries of the world","Number","1 083 858",""
"2019","From 25 to 34 years","Slovenia","1 night or over","All countries of the world","Number","218 461",""
"2019","From 25 to 34 years","Slovakia","1 night or over","All countries of the world","Number","606 939",""
"2019","From 25 to 34 years","Finland","1 night or over","All countries of the world","Number","626 387",""
"2019","From 25 to 34 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 34 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 34 years","Norway","1 night or over","All countries of the world","Number","672 520",""
"2019","From 25 to 34 years","Switzerland","1 night or over","All countries of the world","Number","1 009 363",""
"2019","From 25 to 34 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 34 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 44 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","95 450 915","e"
"2019","From 25 to 44 years","Belgium","1 night or over","All countries of the world","Number","2 247 041",""
"2019","From 25 to 44 years","Bulgaria","1 night or over","All countries of the world","Number","997 413",""
"2019","From 25 to 44 years","Czechia","1 night or over","All countries of the world","Number","2 670 262",""
"2019","From 25 to 44 years","Denmark","1 night or over","All countries of the world","Number","893 512",""
"2019","From 25 to 44 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","17 324 326",""
"2019","From 25 to 44 years","Estonia","1 night or over","All countries of the world","Number","332 384",""
"2019","From 25 to 44 years","Ireland","1 night or over","All countries of the world","Number","1 071 473",""
"2019","From 25 to 44 years","Greece","1 night or over","All countries of the world","Number","1 312 375",""
"2019","From 25 to 44 years","Spain","1 night or over","All countries of the world","Number","9 851 630",""
"2019","From 25 to 44 years","France","1 night or over","All countries of the world","Number","11 874 775",""
"2019","From 25 to 44 years","Croatia","1 night or over","All countries of the world","Number","684 079",""
"2019","From 25 to 44 years","Italy","1 night or over","All countries of the world","Number","7 782 476",""
"2019","From 25 to 44 years","Cyprus","1 night or over","All countries of the world","Number","228 158","e"
"2019","From 25 to 44 years","Latvia","1 night or over","All countries of the world","Number","354 049",""
"2019","From 25 to 44 years","Lithuania","1 night or over","All countries of the world","Number","515 610",""
"2019","From 25 to 44 years","Luxembourg","1 night or over","All countries of the world","Number","164 812",""
"2019","From 25 to 44 years","Hungary","1 night or over","All countries of the world","Number","1 757 549",""
"2019","From 25 to 44 years","Malta","1 night or over","All countries of the world","Number","123 774",""
"2019","From 25 to 44 years","Netherlands","1 night or over","All countries of the world","Number","3 746 579",""
"2019","From 25 to 44 years","Austria","1 night or over","All countries of the world","Number","1 952 981",""
"2019","From 25 to 44 years","Poland","1 night or over","All countries of the world","Number","8 551 553",""
"2019","From 25 to 44 years","Portugal","1 night or over","All countries of the world","Number","1 404 376",""
"2019","From 25 to 44 years","Romania","1 night or over","All countries of the world","Number","2 096 621",""
"2019","From 25 to 44 years","Slovenia","1 night or over","All countries of the world","Number","462 111",""
"2019","From 25 to 44 years","Slovakia","1 night or over","All countries of the world","Number","1 386 339",""
"2019","From 25 to 44 years","Finland","1 night or over","All countries of the world","Number","1 256 324",""
"2019","From 25 to 44 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 44 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 44 years","Norway","1 night or over","All countries of the world","Number","1 339 825",""
"2019","From 25 to 44 years","Switzerland","1 night or over","All countries of the world","Number","2 120 832",""
"2019","From 25 to 44 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 25 to 44 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 35 to 44 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","49 823 822","e"
"2019","From 35 to 44 years","Belgium","1 night or over","All countries of the world","Number","1 164 729",""
"2019","From 35 to 44 years","Bulgaria","1 night or over","All countries of the world","Number","516 697",""
"2019","From 35 to 44 years","Czechia","1 night or over","All countries of the world","Number","1 459 731",""
"2019","From 35 to 44 years","Denmark","1 night or over","All countries of the world","Number","453 752",""
"2019","From 35 to 44 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","8 265 546",""
"2019","From 35 to 44 years","Estonia","1 night or over","All countries of the world","Number","156 356",""
"2019","From 35 to 44 years","Ireland","1 night or over","All countries of the world","Number","619 534",""
"2019","From 35 to 44 years","Greece","1 night or over","All countries of the world","Number","797 311",""
"2019","From 35 to 44 years","Spain","1 night or over","All countries of the world","Number","5 647 495",""
"2019","From 35 to 44 years","France","1 night or over","All countries of the world","Number","6 291 054",""
"2019","From 35 to 44 years","Croatia","1 night or over","All countries of the world","Number","395 737",""
"2019","From 35 to 44 years","Italy","1 night or over","All countries of the world","Number","4 413 681",""
"2019","From 35 to 44 years","Cyprus","1 night or over","All countries of the world","Number","104 199","e"
"2019","From 35 to 44 years","Latvia","1 night or over","All countries of the world","Number","176 179",""
"2019","From 35 to 44 years","Lithuania","1 night or over","All countries of the world","Number","228 835",""
"2019","From 35 to 44 years","Luxembourg","1 night or over","All countries of the world","Number","91 045",""
"2019","From 35 to 44 years","Hungary","1 night or over","All countries of the world","Number","1 039 220",""
"2019","From 35 to 44 years","Malta","1 night or over","All countries of the world","Number","51 554",""
"2019","From 35 to 44 years","Netherlands","1 night or over","All countries of the world","Number","1 782 392",""
"2019","From 35 to 44 years","Austria","1 night or over","All countries of the world","Number","952 472",""
"2019","From 35 to 44 years","Poland","1 night or over","All countries of the world","Number","4 518 614",""
"2019","From 35 to 44 years","Portugal","1 night or over","All countries of the world","Number","959 002",""
"2019","From 35 to 44 years","Romania","1 night or over","All countries of the world","Number","1 012 763",""
"2019","From 35 to 44 years","Slovenia","1 night or over","All countries of the world","Number","243 650",""
"2019","From 35 to 44 years","Slovakia","1 night or over","All countries of the world","Number","779 400",""
"2019","From 35 to 44 years","Finland","1 night or over","All countries of the world","Number","629 937",""
"2019","From 35 to 44 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 35 to 44 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 35 to 44 years","Norway","1 night or over","All countries of the world","Number","667 304",""
"2019","From 35 to 44 years","Switzerland","1 night or over","All countries of the world","Number","1 111 469",""
"2019","From 35 to 44 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 35 to 44 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 54 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","49 304 611","e"
"2019","From 45 to 54 years","Belgium","1 night or over","All countries of the world","Number","1 135 981",""
"2019","From 45 to 54 years","Bulgaria","1 night or over","All countries of the world","Number","396 821",""
"2019","From 45 to 54 years","Czechia","1 night or over","All countries of the world","Number","1 218 517",""
"2019","From 45 to 54 years","Denmark","1 night or over","All countries of the world","Number","471 240",""
"2019","From 45 to 54 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","9 333 107",""
"2019","From 45 to 54 years","Estonia","1 night or over","All countries of the world","Number","140 382",""
"2019","From 45 to 54 years","Ireland","1 night or over","All countries of the world","Number","531 558",""
"2019","From 45 to 54 years","Greece","1 night or over","All countries of the world","Number","766 347",""
"2019","From 45 to 54 years","Spain","1 night or over","All countries of the world","Number","5 345 420",""
"2019","From 45 to 54 years","France","1 night or over","All countries of the world","Number","6 398 015",""
"2019","From 45 to 54 years","Croatia","1 night or over","All countries of the world","Number","321 130",""
"2019","From 45 to 54 years","Italy","1 night or over","All countries of the world","Number","4 724 835",""
"2019","From 45 to 54 years","Cyprus","1 night or over","All countries of the world","Number","79 159","e"
"2019","From 45 to 54 years","Latvia","1 night or over","All countries of the world","Number","162 847",""
"2019","From 45 to 54 years","Lithuania","1 night or over","All countries of the world","Number","287 055",""
"2019","From 45 to 54 years","Luxembourg","1 night or over","All countries of the world","Number","73 474",""
"2019","From 45 to 54 years","Hungary","1 night or over","All countries of the world","Number","934 711",""
"2019","From 45 to 54 years","Malta","1 night or over","All countries of the world","Number","46 653",""
"2019","From 45 to 54 years","Netherlands","1 night or over","All countries of the world","Number","2 146 203",""
"2019","From 45 to 54 years","Austria","1 night or over","All countries of the world","Number","1 100 104",""
"2019","From 45 to 54 years","Poland","1 night or over","All countries of the world","Number","2 961 437",""
"2019","From 45 to 54 years","Portugal","1 night or over","All countries of the world","Number","777 807",""
"2019","From 45 to 54 years","Romania","1 night or over","All countries of the world","Number","756 391",""
"2019","From 45 to 54 years","Slovenia","1 night or over","All countries of the world","Number","228 461",""
"2019","From 45 to 54 years","Slovakia","1 night or over","All countries of the world","Number","663 059",""
"2019","From 45 to 54 years","Finland","1 night or over","All countries of the world","Number","587 018",""
"2019","From 45 to 54 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 54 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 54 years","Norway","1 night or over","All countries of the world","Number","705 993",""
"2019","From 45 to 54 years","Switzerland","1 night or over","All countries of the world","Number","1 134 298",""
"2019","From 45 to 54 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 54 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 64 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","94 377 014","e"
"2019","From 45 to 64 years","Belgium","1 night or over","All countries of the world","Number","2 105 436",""
"2019","From 45 to 64 years","Bulgaria","1 night or over","All countries of the world","Number","738 075",""
"2019","From 45 to 64 years","Czechia","1 night or over","All countries of the world","Number","2 258 364",""
"2019","From 45 to 64 years","Denmark","1 night or over","All countries of the world","Number","880 590",""
"2019","From 45 to 64 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","19 724 034",""
"2019","From 45 to 64 years","Estonia","1 night or over","All countries of the world","Number","256 756",""
"2019","From 45 to 64 years","Ireland","1 night or over","All countries of the world","Number","940 143",""
"2019","From 45 to 64 years","Greece","1 night or over","All countries of the world","Number","1 360 825",""
"2019","From 45 to 64 years","Spain","1 night or over","All countries of the world","Number","9 422 364",""
"2019","From 45 to 64 years","France","1 night or over","All countries of the world","Number","12 442 558",""
"2019","From 45 to 64 years","Croatia","1 night or over","All countries of the world","Number","589 396",""
"2019","From 45 to 64 years","Italy","1 night or over","All countries of the world","Number","8 608 178",""
"2019","From 45 to 64 years","Cyprus","1 night or over","All countries of the world","Number","144 720","e"
"2019","From 45 to 64 years","Latvia","1 night or over","All countries of the world","Number","310 630",""
"2019","From 45 to 64 years","Lithuania","1 night or over","All countries of the world","Number","465 090",""
"2019","From 45 to 64 years","Luxembourg","1 night or over","All countries of the world","Number","137 290",""
"2019","From 45 to 64 years","Hungary","1 night or over","All countries of the world","Number","1 681 458",""
"2019","From 45 to 64 years","Malta","1 night or over","All countries of the world","Number","80 562",""
"2019","From 45 to 64 years","Netherlands","1 night or over","All countries of the world","Number","4 111 443",""
"2019","From 45 to 64 years","Austria","1 night or over","All countries of the world","Number","2 064 232",""
"2019","From 45 to 64 years","Poland","1 night or over","All countries of the world","Number","5 909 556",""
"2019","From 45 to 64 years","Portugal","1 night or over","All countries of the world","Number","1 427 415",""
"2019","From 45 to 64 years","Romania","1 night or over","All countries of the world","Number","1 334 653",""
"2019","From 45 to 64 years","Slovenia","1 night or over","All countries of the world","Number","404 912",""
"2019","From 45 to 64 years","Slovakia","1 night or over","All countries of the world","Number","1 065 757",""
"2019","From 45 to 64 years","Finland","1 night or over","All countries of the world","Number","1 175 742",""
"2019","From 45 to 64 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 64 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 64 years","Norway","1 night or over","All countries of the world","Number","1 272 942",""
"2019","From 45 to 64 years","Switzerland","1 night or over","All countries of the world","Number","2 069 032",""
"2019","From 45 to 64 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 45 to 64 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","From 55 to 64 years","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","45 072 784","e"
"2019","From 55 to 64 years","Belgium","1 night or over","All countries of the world","Number","969 454",""
"2019","From 55 to 64 years","Bulgaria","1 night or over","All countries of the world","Number","341 254",""
"2019","From 55 to 64 years","Czechia","1 night or over","All countries of the world","Number","1 039 847",""
"2019","From 55 to 64 years","Denmark","1 night or over","All countries of the world","Number","409 350",""
"2019","From 55 to 64 years","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","10 390 927",""
"2019","From 55 to 64 years","Estonia","1 night or over","All countries of the world","Number","116 374",""
"2019","From 55 to 64 years","Ireland","1 night or over","All countries of the world","Number","408 585",""
"2019","From 55 to 64 years","Greece","1 night or over","All countries of the world","Number","594 478",""
"2019","From 55 to 64 years","Spain","1 night or over","All countries of the world","Number","4 076 944",""
"2019","From 55 to 64 years","France","1 night or over","All countries of the world","Number","6 044 543",""
"2019","From 55 to 64 years","Croatia","1 night or over","All countries of the world","Number","268 266",""
"2019","From 55 to 64 years","Italy","1 night or over","All countries of the world","Number","3 883 342",""
"2019","From 55 to 64 years","Cyprus","1 night or over","All countries of the world","Number","65 560","e"
"2019","From 55 to 64 years","Latvia","1 night or over","All countries of the world","Number","147 783",""
"2019","From 55 to 64 years","Lithuania","1 night or over","All countries of the world","Number","178 035",""
"2019","From 55 to 64 years","Luxembourg","1 night or over","All countries of the world","Number","63 815",""
"2019","From 55 to 64 years","Hungary","1 night or over","All countries of the world","Number","746 747",""
"2019","From 55 to 64 years","Malta","1 night or over","All countries of the world","Number","33 910",""
"2019","From 55 to 64 years","Netherlands","1 night or over","All countries of the world","Number","1 965 240",""
"2019","From 55 to 64 years","Austria","1 night or over","All countries of the world","Number","964 128",""
"2019","From 55 to 64 years","Poland","1 night or over","All countries of the world","Number","2 948 119",""
"2019","From 55 to 64 years","Portugal","1 night or over","All countries of the world","Number","649 608",""
"2019","From 55 to 64 years","Romania","1 night or over","All countries of the world","Number","578 262",""
"2019","From 55 to 64 years","Slovenia","1 night or over","All countries of the world","Number","176 451",""
"2019","From 55 to 64 years","Slovakia","1 night or over","All countries of the world","Number","402 698",""
"2019","From 55 to 64 years","Finland","1 night or over","All countries of the world","Number","588 724",""
"2019","From 55 to 64 years","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","From 55 to 64 years","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","From 55 to 64 years","Norway","1 night or over","All countries of the world","Number","566 949",""
"2019","From 55 to 64 years","Switzerland","1 night or over","All countries of the world","Number","934 734",""
"2019","From 55 to 64 years","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","From 55 to 64 years","Montenegro","1 night or over","All countries of the world","Number",":",""
"2019","65 years or over","European Union - 28 countries (2013-2020)","1 night or over","All countries of the world","Number","50 876 454","e"
"2019","65 years or over","Belgium","1 night or over","All countries of the world","Number","884 914",""
"2019","65 years or over","Bulgaria","1 night or over","All countries of the world","Number","178 268",""
"2019","65 years or over","Czechia","1 night or over","All countries of the world","Number","1 260 533",""
"2019","65 years or over","Denmark","1 night or over","All countries of the world","Number","565 409",""
"2019","65 years or over","Germany (until 1990 former territory of the FRG)","1 night or over","All countries of the world","Number","11 086 839",""
"2019","65 years or over","Estonia","1 night or over","All countries of the world","Number","101 331",""
"2019","65 years or over","Ireland","1 night or over","All countries of the world","Number","415 255",""
"2019","65 years or over","Greece","1 night or over","All countries of the world","Number","579 750",""
"2019","65 years or over","Spain","1 night or over","All countries of the world","Number","4 126 153",""
"2019","65 years or over","France","1 night or over","All countries of the world","Number","9 118 652",""
"2019","65 years or over","Croatia","1 night or over","All countries of the world","Number","242 553",""
"2019","65 years or over","Italy","1 night or over","All countries of the world","Number","3 861 472",""
"2019","65 years or over","Cyprus","1 night or over","All countries of the world","Number","63 562","e"
"2019","65 years or over","Latvia","1 night or over","All countries of the world","Number","130 168",""
"2019","65 years or over","Lithuania","1 night or over","All countries of the world","Number","124 909",""
"2019","65 years or over","Luxembourg","1 night or over","All countries of the world","Number","61 379",""
"2019","65 years or over","Hungary","1 night or over","All countries of the world","Number","887 921",""
"2019","65 years or over","Malta","1 night or over","All countries of the world","Number","36 174",""
"2019","65 years or over","Netherlands","1 night or over","All countries of the world","Number","2 437 033",""
"2019","65 years or over","Austria","1 night or over","All countries of the world","Number","983 111",""
"2019","65 years or over","Poland","1 night or over","All countries of the world","Number","2 681 856",""
"2019","65 years or over","Portugal","1 night or over","All countries of the world","Number","835 865",""
"2019","65 years or over","Romania","1 night or over","All countries of the world","Number","483 975",""
"2019","65 years or over","Slovenia","1 night or over","All countries of the world","Number","147 125",""
"2019","65 years or over","Slovakia","1 night or over","All countries of the world","Number","490 512",""
"2019","65 years or over","Finland","1 night or over","All countries of the world","Number","760 847",""
"2019","65 years or over","Sweden","1 night or over","All countries of the world","Number",":",""
"2019","65 years or over","Iceland","1 night or over","All countries of the world","Number",":",""
"2019","65 years or over","Norway","1 night or over","All countries of the world","Number","561 075",""
"2019","65 years or over","Switzerland","1 night or over","All countries of the world","Number","1 089 055",""
"2019","65 years or over","United Kingdom","1 night or over","All countries of the world","Number",":",""
"2019","65 years or over","Montenegro","1 night or over","All countries of the world","Number",":",""
